"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2021","10,699.3","10,950.0","10,969.2","10,603.0","10.29M","-2.46%"
"07/02/2021","10,969.2","11,142.7","11,181.3","10,872.8","10.90M","-0.18%"
"07/01/2021","10,988.5","10,872.8","11,219.9","10,718.6","12.33M","0.89%"
"06/30/2021","10,892.1","11,046.4","11,104.2","10,892.1","9.81M","-2.08%"
"06/29/2021","11,123.5","11,297.0","11,470.5","11,084.9","13.88M","-1.54%"
"06/28/2021","11,297.0","11,701.8","11,759.6","11,297.0","13.08M","-1.01%"
"06/25/2021","11,412.6","11,297.0","11,547.6","11,027.1","7.88M","2.42%"
"06/24/2021","11,142.7","11,316.2","11,335.5","11,142.7","5.88M","-0.86%"
"06/23/2021","11,239.1","11,412.6","11,644.0","11,181.3","7.10M","-1.85%"
"06/22/2021","11,451.2","11,817.5","11,952.4","11,431.9","8.75M","-1.33%"
"06/21/2021","11,605.4","11,046.4","11,740.4","11,027.1","16.27M","5.61%"
"06/18/2021","10,988.5","10,853.6","11,104.2","10,853.6","7.33M","1.60%"
"06/17/2021","10,815.0","10,757.2","10,872.8","10,603.0","6.85M","-0.71%"
"06/16/2021","10,892.1","10,969.2","11,142.7","10,795.7","6.80M","-0.70%"
"06/15/2021","10,969.2","10,911.4","11,181.3","10,892.1","8.26M","0.71%"
"06/14/2021","10,892.1","10,699.3","11,162.0","10,506.6","12.35M","1.80%"
"06/11/2021","10,699.3","10,795.7","10,872.8","10,448.7","8.35M","2.59%"
"06/10/2021","10,429.5","10,603.0","10,872.8","10,371.6","8.96M","-1.64%"
"06/09/2021","10,603.0","10,487.3","11,123.5","10,024.6","18.22M","-1.26%"
"06/08/2021","10,737.9","11,374.1","11,431.9","10,737.9","15.12M","-6.86%"
"06/07/2021","11,528.3","12,048.8","12,068.1","11,181.3","17.88M","-3.55%"
"06/04/2021","11,952.4","12,530.8","12,627.2","11,605.4","20.37M","-4.03%"
"06/03/2021","12,453.7","11,913.9","12,627.2","11,913.9","20.97M","5.21%"
"06/02/2021","11,836.8","11,277.7","11,933.1","11,219.9","14.92M","0.99%"
"06/01/2021","11,721.1","11,316.2","11,856.0","11,316.2","16.15M","5.74%"
"05/31/2021","11,084.9","10,410.2","11,084.9","10,410.2","21.94M","6.88%"
"05/28/2021","10,371.6","10,217.4","10,371.6","10,043.9","12.69M","1.51%"
"05/27/2021","10,217.4","10,564.4","10,583.7","10,140.3","5.92M","-3.28%"
"05/26/2021","10,564.4","10,333.1","10,737.9","10,217.4","10.68M","0.74%"
"05/25/2021","10,487.3","10,410.2","10,487.3","10,217.4","7.85M","0.00%"
"05/24/2021","10,487.3","10,410.2","10,487.3","10,043.9","10.85M","1.49%"
"05/21/2021","10,333.1","10,429.5","10,757.2","10,294.5","6.25M","-3.94%"
"05/20/2021","10,757.2","10,178.8","10,815.0","10,178.8","11.90M","5.88%"
"05/19/2021","10,159.6","9,908.9","10,178.8","9,793.3","6.71M","5.19%"
"05/18/2021","9,658.3","10,101.7","10,217.4","9,561.9","20.32M","-5.65%"
"05/17/2021","10,236.7","10,834.3","10,930.7","10,217.4","16.67M","-5.18%"
"05/14/2021","10,795.7","10,737.9","11,142.7","10,737.9","11.22M","0.54%"
"05/13/2021","10,737.9","11,007.8","11,007.8","10,737.9","15.65M","-2.45%"
"05/12/2021","11,007.8","11,181.3","11,219.9","10,776.5","18.70M","-2.89%"
"05/11/2021","11,335.5","11,624.7","11,644.0","11,181.3","16.07M","-2.33%"
"05/10/2021","11,605.4","11,798.2","11,875.3","11,528.3","20.30M","-1.63%"
"05/07/2021","11,798.2","11,663.2","12,048.8","11,663.2","19.65M","1.16%"
"05/06/2021","11,663.2","11,586.1","11,875.3","11,547.6","9.91M","0.83%"
"05/05/2021","11,566.9","12,010.3","12,010.3","11,528.3","22.39M","-5.51%"
"05/04/2021","12,241.6","12,723.5","12,723.5","12,241.6","22.89M","-6.89%"
"04/29/2021","13,147.7","13,070.6","13,417.6","12,704.3","24.92M","0.44%"
"04/28/2021","13,089.8","13,436.8","13,610.3","13,089.8","25.16M","-14.85%"
"04/27/2021","15,372.1","14,714.2","15,416.0","14,275.7","33.67M","2.04%"
"04/26/2021","15,065.1","14,867.7","15,350.2","14,670.4","23.80M","1.48%"
"04/23/2021","14,845.8","13,881.0","14,845.8","13,859.0","29.45M","6.95%"
"04/22/2021","13,881.0","12,938.0","13,881.0","12,806.4","38.19M","6.93%"
"04/20/2021","12,981.9","13,003.8","13,201.2","12,828.4","10.41M","0.00%"
"04/19/2021","12,981.9","12,631.0","13,003.8","12,411.7","10.74M","2.78%"
"04/16/2021","12,631.0","12,718.7","12,872.2","12,258.2","12.29M","-1.54%"
"04/15/2021","12,828.4","13,223.1","13,223.1","12,828.4","11.12M","-2.82%"
"04/14/2021","13,201.2","13,025.7","13,310.8","12,959.9","11.22M","0.33%"
"04/13/2021","13,157.3","13,486.2","13,486.2","12,938.0","14.32M","-2.91%"
"04/12/2021","13,552.0","13,639.7","13,705.5","13,376.6","11.36M","-1.12%"
"04/09/2021","13,705.5","13,705.5","13,815.2","13,530.1","8.13M","-0.48%"
"04/08/2021","13,771.3","13,508.2","13,815.2","13,508.2","12.09M","1.95%"
"04/07/2021","13,508.2","13,508.2","13,530.1","13,157.3","9.79M","0.16%"
"04/06/2021","13,486.2","13,420.4","13,683.6","13,135.4","13.34M","-0.81%"
"04/05/2021","13,595.9","13,727.5","13,749.4","13,201.2","14.28M","-0.96%"
"04/02/2021","13,727.5","14,056.4","14,144.1","13,376.6","11.41M","-2.03%"
"04/01/2021","14,012.5","13,595.9","14,078.3","13,530.1","9.29M","3.23%"
"03/31/2021","13,573.9","13,157.3","13,946.7","12,696.8","17.03M","3.17%"
"03/30/2021","13,157.3","13,727.5","13,793.2","13,091.5","21.09M","-6.40%"
"03/29/2021","14,056.4","14,495.0","14,495.0","14,012.5","11.83M","-2.88%"
"03/26/2021","14,473.0","14,823.9","14,823.9","13,793.2","13.92M","-2.37%"
"03/25/2021","14,823.9","13,946.7","14,911.6","13,201.2","26.94M","6.29%"
"03/24/2021","13,946.7","14,714.2","14,736.2","13,902.9","18.12M","-6.61%"
"03/23/2021","14,933.5","15,613.3","15,613.3","14,604.6","15.69M","-4.35%"
"03/22/2021","15,613.3","15,854.5","15,876.5","15,130.9","17.32M","-1.25%"
"03/19/2021","15,810.7","16,380.8","16,380.8","15,350.2","20.87M","-3.48%"
"03/18/2021","16,380.8","17,082.6","17,148.3","16,183.5","15.22M","-3.86%"
"03/17/2021","17,038.7","17,104.5","17,323.8","16,644.0","15.53M","-0.38%"
"03/16/2021","17,104.5","18,179.0","18,179.0","16,907.1","16.68M","-5.91%"
"03/15/2021","18,179.0","17,038.7","18,179.0","17,016.8","18.93M","6.97%"
"03/12/2021","16,994.8","15,942.3","16,994.8","15,832.6","18.96M","6.90%"
"03/11/2021","15,898.4","15,876.5","15,942.3","15,350.2","13.29M","0.69%"
"03/10/2021","15,788.8","16,446.6","16,468.6","15,635.3","13.14M","-4.13%"
"03/09/2021","16,468.6","17,630.8","17,652.7","16,402.8","17.15M","-6.59%"
"03/08/2021","17,630.8","17,674.6","17,981.6","17,477.3","19.34M","0.12%"
"03/05/2021","17,608.9","17,038.7","17,630.8","16,205.4","18.21M","3.75%"
"03/04/2021","16,972.9","16,665.9","16,972.9","16,161.6","13.36M","2.79%"
"03/03/2021","16,512.4","15,569.5","16,512.4","15,416.0","17.68M","6.96%"
"03/02/2021","15,437.9","15,087.0","15,437.9","14,429.2","11.34M","3.07%"
"03/01/2021","14,977.4","15,284.4","15,394.0","14,473.0","10.01M","-1.44%"
"02/26/2021","15,196.7","14,209.9","15,196.7","14,012.5","15.68M","6.94%"
"02/25/2021","14,209.9","13,354.7","14,209.9","13,135.4","10.81M","6.93%"
"02/24/2021","13,288.9","13,990.6","13,990.6","13,179.2","12.19M","-5.02%"
"02/23/2021","13,990.6","13,157.3","13,990.6","12,850.3","17.08M","6.87%"
"02/22/2021","13,091.5","12,433.6","13,091.5","12,411.7","14.19M","6.99%"
"02/19/2021","12,236.3","11,403.0","12,236.3","11,205.6","13.89M","6.90%"
"02/18/2021","11,446.9","11,731.9","11,753.9","11,403.0","4.15M","-2.43%"
"02/17/2021","11,731.9","11,534.6","11,797.7","11,534.6","4.28M","2.29%"
"02/09/2021","11,468.8","11,096.0","11,556.5","11,052.1","6.14M","3.56%"
"02/08/2021","11,074.1","11,446.9","11,556.5","10,920.6","6.64M","-2.88%"
"02/05/2021","11,403.0","11,381.1","11,424.9","11,183.7","3.65M","0.78%"
"02/04/2021","11,315.3","11,490.7","11,600.4","11,183.7","5.29M","-1.15%"
"02/03/2021","11,446.9","10,745.1","11,446.9","10,701.3","6.59M","6.97%"
"02/02/2021","10,701.3","10,131.1","10,701.3","9,868.0","8.34M","6.55%"
"02/01/2021","10,043.4","10,196.9","10,547.8","9,999.5","8.45M","-0.22%"
